UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,is_churned,Month
,,1,1,1,2,0,24,31,1,85482,4,0,3
259.35902379627606,,0,0,0,0,0,12,21,0,82798,5,0,3
542.0103542517124,3.4615095355041925,0,5,0,0,1,4,30,0,52748,3,0,3
738.916004134748,166.91389059193446,1,4,1,3,0,7,33,1,52656,2,0,3
351.43834886352596,,0,3,1,3,0,5,69,0,68027,3,0,3
336.34084665713436,47.98612860168947,1,5,2,1,1,10,48,1,55789,1,0,3
664.0545990647831,91.25503569422172,1,3,1,3,0,13,40,1,81068,4,0,3
449.38068747466986,187.93013890550097,1,4,2,0,0,9,38,0,65318,4,0,3
921.2457830811344,122.01558859908326,1,0,0,1,1,9,43,1,71041,5,0,3
,148.8710559068818,0,4,0,1,1,7,59,0,67550,1,0,3
382.954128927139,,1,3,0,2,0,20,52,0,45362,3,0,3
,111.53302312658673,1,4,2,0,0,13,69,1,61270,1,0,3
,103.82322028090516,1,4,0,0,0,3,59,1,114258,4,0,3
424.614355805791,186.11303287798427,1,4,0,2,0,22,34,1,77855,1,0,3
,99.89675608227704,1,3,0,2,0,5,46,0,88533,2,0,3
328.0066456662265,26.4790551469122,1,2,0,1,1,2,64,1,96200,4,0,3
34.046293177792286,124.8048903434557,1,3,1,1,0,7,55,0,114906,2,0,3
584.6066616204242,,1,5,1,3,1,5,54,1,62629,3,0,3
889.237446509105,,1,4,1,2,0,20,67,1,66369,3,0,3
,69.14079712121048,1,4,1,3,1,16,54,1,106721,2,0,3
302.03075847642236,193.2783723151235,1,2,0,2,1,15,54,1,65861,3,0,3
,143.3633035442833,1,2,2,0,1,21,46,1,68954,2,0,3
774.4145900234571,90.28917498057938,1,3,0,0,1,2,48,1,106245,5,1,3
922.8365858245156,178.5306599912809,0,3,0,1,0,8,22,0,32858,3,0,3
317.736800575698,82.87626900570173,1,4,1,1,0,12,44,1,104856,4,0,3
328.3386529189022,143.46603436787393,0,0,1,0,0,19,53,1,72585,4,0,3
,187.90509142661725,1,5,2,3,0,9,34,0,95859,5,0,3
256.6036526419677,,0,4,1,2,1,2,26,0,99171,1,0,3
214.0513828750128,174.4507989947048,0,1,0,0,1,18,29,1,45556,3,0,3
352.0132545118041,,1,2,1,0,0,14,65,0,60816,2,0,3
201.67128684540248,102.05711281726636,1,1,2,1,0,5,32,1,51330,2,0,3
152.40068657316706,122.28457358675657,0,1,2,2,0,22,40,1,66823,4,0,3
,80.89007016956108,1,5,1,2,0,20,51,1,48474,5,0,3
823.5806390984022,90.61228079130744,0,0,1,1,1,13,38,0,88214,2,0,3
985.2744024877682,56.7902020464691,0,2,1,1,1,23,26,1,55686,1,0,3
336.75620442377107,157.58203158629735,1,5,2,2,1,12,19,1,75849,4,0,3
842.7611935511146,40.3006070202766,1,5,0,3,1,7,59,0,100085,4,0,3
70.30871674303629,111.51811523016416,1,2,0,2,0,12,27,0,36109,2,1,3
499.861609250761,86.41813040833715,0,1,2,0,1,10,25,1,35001,5,0,3
,116.5602747169912,1,3,0,3,0,16,29,1,61542,4,0,3
,109.81635401908562,0,1,1,3,1,17,60,1,69732,3,0,3
178.12417361359456,73.52122932571856,1,0,0,2,1,8,55,1,116419,2,0,3
448.26711905887095,,1,0,2,0,0,13,26,1,84801,5,0,3
423.8067223707972,63.35573452938872,1,2,0,0,1,8,52,1,58077,3,0,3
426.1365071841352,68.16993313755304,0,5,0,0,0,22,56,1,74194,3,1,3
220.36023329907985,,1,2,2,2,0,23,25,1,97374,4,0,3
824.2229153783587,,1,0,0,3,1,12,40,1,94511,3,0,3
161.31830267792657,162.4164287579774,1,3,0,1,0,11,61,1,59659,5,0,3
765.0939811140842,138.65680881653816,0,0,0,1,1,18,22,0,54667,5,0,3
902.4646609600392,16.546577437688924,1,5,0,3,0,13,31,1,60753,1,0,3
347.31101377244875,5.631119338444868,1,0,1,0,0,15,66,0,89456,3,0,3
684.1885251450655,95.0751792591659,1,3,0,0,0,3,34,1,80293,4,0,3
,77.69671094520885,1,0,1,2,1,7,39,0,59176,2,0,3
359.9107632419931,33.08144910193291,1,4,0,2,0,9,47,0,84201,3,0,3
462.981211040094,39.64405249392773,1,1,1,1,1,22,22,1,49486,2,0,3
17.33747213868675,,1,3,1,1,0,18,60,1,77867,5,0,3
211.70829280264104,1.284463307680994,1,0,0,0,0,15,41,1,33108,5,0,3
525.5103339807335,124.77938115463536,1,0,0,2,0,24,46,1,61594,5,0,3
236.76896649981936,35.0088741400866,0,0,2,3,0,6,50,0,88039,1,0,3
257.95791004224753,197.3051898973683,1,5,0,1,0,15,36,0,83375,4,0,3
358.62257370834425,69.6079666824723,0,4,0,3,0,23,58,0,73207,3,0,3
647.2875596505811,,1,5,1,1,0,7,27,0,44269,5,1,3
532.8421133558832,44.55304969263434,1,1,2,1,1,16,66,1,60675,5,0,3
124.99644625902108,,1,0,2,2,1,15,32,1,80568,5,0,3
472.45353549922,87.10043864407653,1,0,2,1,0,15,38,0,103428,1,0,3
147.22062362778655,3.5815827210643025,1,1,2,1,0,22,59,0,74972,3,0,3
430.93685199656875,17.539906430450824,1,4,2,0,0,10,42,1,78584,2,0,3
896.9117110587241,,1,3,1,0,1,18,38,1,50297,1,0,3
508.41661343634894,26.666335781299487,1,0,2,0,0,9,18,0,101156,1,0,3
999.869052560262,6.2419743729865695,0,6,1,3,1,1,63,1,40862,3,0,3
382.6853439597237,178.30638730211228,1,0,0,3,0,24,40,1,46643,5,0,3
171.1132252198626,,1,2,1,2,1,8,63,1,81623,3,0,3
864.8711265474147,75.42348413321854,1,5,1,0,1,23,34,0,48756,4,0,3
187.47324762136907,197.8823247282129,1,4,1,2,1,22,31,1,43473,1,0,3
,199.17923810255036,1,0,2,1,1,10,53,0,78340,2,0,3
417.8824587601874,141.84540822611672,1,4,0,3,0,12,51,0,39889,3,0,3
,,1,2,1,0,0,5,38,0,90339,2,0,3
919.9425511249644,122.06464251247652,1,4,2,2,0,3,33,0,88186,2,0,3
653.6483247040561,120.8441625671734,1,2,2,3,1,13,36,1,45750,4,0,3
,52.44096555976165,1,0,2,0,0,22,18,1,96494,3,0,3
225.92423763820003,,1,2,0,0,0,4,29,0,98717,6,0,3
,21.83342785750031,1,3,1,1,0,23,59,1,95452,5,1,3
963.621892454476,,0,1,2,0,0,18,45,0,66772,1,0,3
377.6908733087968,59.01746128021432,0,5,0,0,0,11,59,0,114374,2,0,3
639.6019325486542,55.024315518830825,0,4,0,1,1,8,61,1,45178,3,0,3
,,1,5,0,3,1,10,45,0,51337,3,0,3
572.2860417367033,13.281389444465995,0,4,0,3,1,24,46,0,98527,1,0,3
429.03197697598586,8.563545825575725,1,3,2,0,0,3,42,0,108217,1,1,3
,85.14534553775263,0,2,2,3,1,12,52,1,53336,4,0,3
720.3578775052862,141.4470326708381,0,5,0,0,1,2,62,1,62659,4,0,3
201.60488441131815,193.883307607502,1,1,1,3,1,11,45,1,68400,4,0,3
609.528088145315,59.001569379145934,1,5,2,0,0,22,64,1,54340,5,0,3
629.6610201590768,8.65171894113892,1,0,1,2,1,20,43,1,103745,5,0,3
738.7701610968692,164.53137122101305,1,2,2,1,1,11,51,1,88504,5,0,3
484.408419055279,126.73593697047156,1,4,2,3,0,20,40,0,55333,4,0,3
,167.9918346550413,1,4,2,2,0,6,52,0,88484,1,0,3
395.38767840760534,11.63739374023698,1,4,0,3,0,1,31,1,52022,2,0,3
377.7285056162949,41.15481240704555,1,4,1,3,0,7,64,0,118155,4,1,3
442.7689342806431,180.64849131710315,0,1,1,2,0,3,18,0,57336,5,0,3
875.1233567289974,,1,4,2,2,0,7,38,1,52113,2,0,3
729.4246249714023,90.08720982051076,1,1,0,1,0,18,52,1,45786,5,0,3
623.4921941034014,,1,4,0,2,0,12,43,1,100343,3,0,3
703.180837482422,146.35897509989914,0,5,0,2,1,22,57,1,113583,1,0,3
761.4908179816199,162.19521353025175,1,3,0,2,0,2,39,0,92113,1,0,3
633.8874695343084,47.52490365751411,1,0,2,3,0,18,61,0,82814,4,0,3
465.90259726173014,53.740545351868406,1,4,1,1,1,18,30,1,64102,1,0,3
225.9369135318018,154.3074129418596,1,4,1,2,1,8,39,1,43825,1,0,3
924.0948103366828,170.99484733217852,1,1,0,0,0,20,49,1,85283,5,0,3
720.8830050459422,,1,2,0,3,0,12,65,1,52833,4,0,3
,38.81757848370325,0,1,0,1,1,6,58,1,59033,4,0,3
885.0637123999244,184.30180688770207,1,0,2,1,0,18,60,0,90061,3,0,3
731.8359772310089,195.1736039449516,1,1,2,3,1,7,58,1,41108,2,0,3
,11.221757485161277,0,2,2,3,1,16,29,1,43399,5,0,3
424.0071340713264,177.8829638605698,1,2,0,3,0,22,66,1,109006,4,0,3
480.12060543401446,152.02402268580758,0,0,0,0,1,9,33,0,78492,3,0,3
481.5673058009829,38.52966696533897,1,0,2,1,0,15,57,0,57576,5,0,3
584.4795822292768,41.65586542907518,1,1,1,0,1,9,69,1,116268,5,0,3
354.39347467754465,48.938458806320305,1,0,1,0,1,19,63,0,73250,5,0,3
427.57764987068,8.68783442586103,1,0,2,2,1,13,32,0,65112,2,1,3
347.58543926649986,62.42608310548259,1,4,1,0,0,15,46,0,99197,1,0,3
972.4623444988492,,0,2,1,2,0,17,25,0,79013,5,0,3
476.81771077577,42.702030482398825,1,4,0,3,0,18,41,0,108642,4,0,3
,,1,2,2,3,1,11,32,1,46454,2,0,3
,145.267143020985,1,5,1,3,0,6,31,0,81183,2,0,3
846.5070860331883,146.4023259172432,1,4,0,2,0,21,60,0,79919,3,0,3
,80.32923894916166,1,0,2,3,1,15,19,0,32803,1,0,3
290.28271425266627,168.06670503132267,1,1,1,2,0,3,41,1,58224,4,0,3
41.91960492329227,,1,0,0,1,0,12,49,1,88097,4,0,3
468.093971414723,44.724568559104625,1,5,1,3,0,23,49,0,90972,2,0,3
753.5798414375876,48.15907326963567,1,5,1,0,0,3,33,1,87362,3,0,3
256.0550020418021,,1,2,1,0,0,6,68,0,92148,7,0,3
345.78094829908576,34.30110450396078,0,5,2,1,0,20,38,0,37905,4,0,3
190.3392130235684,22.37570026858311,1,3,2,3,0,15,20,0,58165,1,0,3
105.6242737219356,,1,1,0,3,1,7,57,0,84878,2,0,3
880.6393701118743,45.77082796753358,1,0,2,2,1,18,67,1,73321,6,0,3
568.9977265167391,153.66820513461613,1,3,0,1,0,12,66,1,51403,4,0,3
875.8606372527515,27.78945698712201,1,5,2,3,0,20,69,0,46893,1,0,3
21.993081034427764,89.38975561907102,1,0,0,3,0,19,21,1,76690,1,0,3
8.438079121184327,29.150040409769563,1,1,1,0,1,6,27,0,90766,5,0,3
566.5402166052231,,1,4,2,0,0,1,61,1,106527,4,0,3
511.54743779069736,30.262842250206106,0,5,1,0,0,21,18,1,50228,2,0,3
334.33867192916966,63.72872301467063,1,3,1,3,0,13,20,1,42380,1,0,3
387.44493641292553,,1,2,2,2,1,6,58,1,55823,1,0,3
,155.26304947361453,1,2,0,2,0,11,24,1,29184,1,0,3
,9.60982233001384,1,1,2,0,1,12,43,1,111297,4,0,3
413.3352646872316,181.034493402111,0,0,1,2,0,2,61,1,60489,1,0,3
730.8406888333061,151.74334700940463,1,5,2,3,0,3,43,1,58081,4,0,3
,,1,4,1,0,1,7,31,1,107890,5,0,3
8.925228459530254,49.71486588251379,0,3,2,1,1,5,23,1,51149,4,0,3
737.8559736198039,18.213431815404,1,1,1,3,1,19,65,0,78197,2,1,3
879.9312337716151,162.78770146817823,1,4,1,2,1,14,32,0,65715,1,0,3
859.0429396903112,,1,0,1,0,1,13,52,1,65502,2,0,3
917.7340623333351,86.24962624162661,1,0,1,0,0,15,27,1,104022,2,0,3
174.85085700792624,99.24225380904416,1,2,1,0,0,11,28,1,52688,1,0,3
90.87505583401034,,1,5,2,1,1,16,49,1,95188,1,0,3
5.608496899840776,90.69303820816056,0,3,2,1,1,8,45,1,86172,4,0,3
565.6673142942024,36.960321398833365,1,2,1,1,1,23,22,0,84554,3,1,3
,,0,0,2,0,1,24,42,1,59899,1,0,3
717.7546654553713,52.85808998955943,1,3,2,1,1,24,58,1,42943,1,1,3
756.5400817492156,64.31899728007653,1,5,1,0,1,23,44,1,96679,2,0,3
278.4694685919553,97.95611316926882,0,3,2,3,0,15,65,1,94524,3,0,3
899.537145482492,197.12587093268553,1,1,2,3,0,4,30,0,92879,1,0,3
,89.82186812089137,1,4,1,2,0,8,55,1,74969,4,0,3
78.16173457092023,34.046159607296886,1,4,0,1,0,4,62,0,45444,2,0,3
852.5311108709473,132.26436898569222,1,0,0,1,1,15,38,1,87509,5,0,3
,41.35313546698989,0,3,0,2,0,15,58,1,43563,4,0,3
,177.35924955540685,1,4,1,3,0,13,28,1,92473,2,0,3
691.7254967098158,145.30780077242997,1,4,2,1,1,2,41,1,48480,4,0,3
188.02376390305463,12.44670159235466,1,3,2,0,0,11,59,0,80985,1,0,3
846.1121278750777,55.379192093891525,1,0,0,3,1,6,43,1,111312,3,0,3
820.2578097937153,60.07041573533789,1,0,0,3,0,24,25,1,74868,2,0,3
895.1905912205057,173.35194555523802,1,1,1,0,0,3,21,0,88044,1,0,3
,164.76583861493376,1,2,1,3,1,14,30,1,29684,1,0,3
841.6943120208839,172.72750778153764,1,4,0,0,0,11,56,1,74733,3,0,3
,199.5823510104205,0,1,2,3,1,11,48,0,85940,2,0,3
229.17267932136343,112.58165812699512,1,2,0,0,1,24,63,1,114256,5,0,3
,12.902049870744282,1,2,2,2,0,21,46,1,67833,4,1,3
134.84089599446324,105.4603003733795,1,3,1,3,0,6,61,0,88422,3,0,3
614.4060507909601,103.1084162301746,0,0,2,1,1,18,22,0,35710,6,1,3
167.87366783297165,96.02603144843955,0,0,0,0,0,19,55,0,83162,5,0,3
824.8278860012813,2.1705031403595143,1,4,2,2,1,2,29,1,31545,5,0,3
319.5688718782884,28.237922994506647,1,1,1,0,0,6,64,1,43186,1,0,3
,40.71645234590233,1,3,1,0,1,22,23,0,59026,2,1,3
855.9013073155722,174.98861634129074,0,4,0,1,0,23,30,1,44059,4,0,3
401.04062031460495,24.596398365622175,1,4,0,3,1,22,34,0,109680,5,0,3
528.3274294257079,87.66139006298653,1,0,0,2,0,22,42,1,87477,4,0,3
32.20583113961118,119.67981661211816,1,1,1,0,0,13,25,1,79514,4,0,3
364.5060186091821,49.07990040072665,1,2,1,3,0,9,61,0,101057,5,0,3
372.81497526582154,55.40524765583123,1,4,0,0,1,24,54,0,46815,7,0,3
,147.49830694079523,0,2,0,0,0,10,21,0,88170,3,0,3
99.4710021694598,161.28561172140138,1,3,1,2,1,21,24,1,73303,6,0,3
121.5809903423426,141.12744726693023,0,1,1,3,1,9,50,1,91618,2,0,3
724.342612434213,190.36853745340937,1,3,2,3,1,10,66,0,75901,5,1,3
752.4362308206536,57.08104337095627,1,0,2,0,0,22,29,1,33736,1,0,3
,,1,0,0,3,1,17,54,0,60608,5,0,3
346.74085128779177,12.068618169919244,1,3,1,0,0,10,25,0,67256,4,0,3
583.5097234133362,54.63324824303679,1,5,2,0,1,3,29,0,104069,3,0,3
703.1347350521918,102.8330981330857,1,5,1,0,0,2,42,1,57032,4,0,3
139.98528338521655,,1,4,0,3,0,18,38,0,97178,1,0,3
,,1,4,0,0,0,21,49,0,80261,2,0,3
731.9718016232584,155.65436782010633,1,1,1,0,0,18,45,0,75492,1,0,3
261.68575076947434,52.40744744445698,1,0,1,2,0,21,30,1,98528,1,0,3
,127.2892729102224,1,1,2,1,0,5,45,0,95617,5,0,3
415.11845313840945,140.79507937027464,1,0,1,0,0,24,37,0,71747,2,0,3
104.52412839664817,25.642982345051045,1,4,1,0,1,20,61,1,113523,3,0,3
795.7793621054395,10.386810406976842,1,1,2,1,0,7,32,1,62118,3,0,3
93.52776333682267,194.86679119984456,1,1,2,2,1,24,31,1,85062,4,0,3
546.245235305029,157.13462922407905,1,4,1,0,1,18,25,0,93746,5,0,3
,76.05950569740918,1,1,2,2,1,6,43,0,54673,5,0,3
301.3448254782883,144.773987870163,0,1,0,3,0,20,27,0,93743,1,0,3
3.1365484225598372,148.78065375750165,1,2,2,2,1,19,48,0,105326,2,0,3
958.3066563258656,156.82223517708346,1,2,1,2,0,9,26,1,64078,9,0,3
332.82116248395687,,1,1,1,1,1,11,23,0,55676,6,0,3
975.8105375746998,92.94511142659104,0,1,2,2,1,5,25,1,34330,2,0,3
479.91577829505275,,1,2,2,2,0,23,62,0,41257,2,0,3
907.345100475041,75.66918168968346,1,2,1,3,1,17,57,0,57110,3,0,3
187.60958929318772,,1,2,2,1,0,15,68,1,46935,1,0,3
46.12348660740917,62.23583192682598,0,3,2,1,0,1,51,0,66342,3,0,3
,39.33782765839191,0,3,1,2,1,10,24,0,56898,5,0,3
604.8469155951339,151.15704523217948,1,3,1,3,0,24,35,1,94636,4,0,3
964.466979084329,176.49419575868382,1,1,1,1,0,12,36,1,51342,3,1,3
40.40571156896333,,1,5,1,1,1,10,48,1,98336,3,0,3
,59.837318631674165,1,2,2,2,0,3,33,0,106486,3,0,3
103.41581315301585,25.80805265970003,1,4,1,1,1,10,69,1,44894,1,0,3
538.8723699532541,92.86776355739536,1,2,1,3,0,9,46,1,57405,4,0,3
650.2278259790515,44.21868784396503,1,3,0,3,1,12,39,0,52666,5,0,3
559.0234397826732,91.82815832610736,1,4,1,3,1,20,39,1,72329,5,0,3
546.5882164071988,,1,4,2,0,1,19,59,0,68166,2,0,3
,164.6091584882535,1,0,2,1,0,11,58,0,69872,4,0,3
449.02344204306064,158.5495336601783,1,5,1,1,1,8,29,0,96027,5,0,3
,,1,5,0,3,0,4,33,1,65616,3,0,3
,,1,0,0,0,1,9,59,0,92506,3,0,3
499.1869201897161,194.44103851201373,1,1,0,3,0,14,29,0,51657,3,0,3
829.3641605669269,63.13866901885432,0,3,0,1,1,6,40,0,52597,4,0,3
942.2006061250484,176.05938317773473,1,0,2,1,0,10,34,1,104926,3,0,3
915.9898729868185,40.76049469593095,1,5,1,3,0,4,49,0,50095,2,0,3
861.583739092398,170.93991504552366,1,3,1,1,0,20,26,0,68704,4,0,3
428.3605171618051,12.884766413816727,1,1,1,3,0,3,39,1,36161,4,0,3
,30.7088394661311,0,3,1,1,1,22,65,1,66276,5,1,3
173.8386369973396,162.1366059629307,1,1,0,0,1,2,37,1,76872,4,0,3
,175.62946341201933,1,4,1,0,1,20,20,1,44185,3,0,3
952.7732157487136,99.72563611488464,1,5,0,2,1,16,36,1,105851,2,0,3
758.4429751458832,38.566726575314725,1,0,1,1,0,20,69,0,70192,5,0,3
792.5269036762617,143.28703000414492,0,1,2,2,1,3,21,1,56509,1,0,3
964.4943173309142,,1,3,1,0,0,7,45,1,111691,1,0,3
935.6324396587568,133.3496215969081,1,1,0,1,1,6,28,0,78495,5,0,3
117.75207424341647,126.05503869883624,1,2,1,3,1,11,24,0,41289,1,0,3
,,1,3,0,3,1,16,64,0,99893,4,1,3
902.3944481037088,123.74965650694598,1,4,1,2,0,23,48,1,97999,3,0,3
105.7589537642286,,1,5,2,1,1,7,37,0,91342,2,0,3
884.130327682421,113.7792684658724,1,0,0,3,1,1,58,0,84740,4,0,3
703.7503589753605,17.87477231817034,1,0,1,0,0,9,43,1,68272,1,0,3
719.7854378048837,13.682756230437931,0,0,1,0,1,22,27,1,84250,2,0,3
,197.2911553763304,1,5,0,1,0,12,55,1,88930,2,0,3
379.18846295529465,163.79892839265997,1,5,0,1,1,18,34,1,78017,2,0,3
747.1861009869504,76.26652029680486,1,3,2,3,0,13,52,0,66360,6,0,3
731.6585418829941,152.52471603280858,1,2,0,3,0,1,27,1,86965,2,1,3
765.3976227126412,0.0052483919561252,1,5,1,2,1,4,39,1,89587,3,0,3
511.7727553076836,99.48927003046788,1,3,1,3,1,9,66,1,76899,2,0,3
,0.1285435767929721,1,2,1,0,1,19,38,0,32887,3,0,3
865.0280199938491,91.7288855463859,1,5,1,3,0,9,48,1,61928,4,0,3
217.44027043774815,147.36595315128372,1,0,2,2,1,12,35,1,98807,1,0,3
617.2380096787588,107.88921565590188,1,2,2,2,1,20,30,1,40849,2,0,3
514.9630233392414,,1,5,2,1,0,18,30,1,87511,4,0,3
,156.23764431917687,1,5,1,2,1,13,18,1,91674,5,0,3
890.299729925412,151.28728100786114,1,2,2,1,1,6,41,0,96105,1,0,3
46.336477931748774,162.12860662494398,1,5,2,2,0,6,27,0,95791,5,0,3
357.12067203965535,118.89997900532754,1,5,2,0,0,4,52,1,39108,1,0,3
728.4822743300862,147.006130076843,0,1,2,0,0,15,19,0,75522,3,0,3
452.6240014408589,,1,4,2,2,0,16,61,1,54979,2,0,3
788.7629764039264,81.1779320938945,0,5,2,0,1,14,63,0,108481,4,0,3
493.3710091548885,,1,1,2,3,0,1,25,1,52507,1,0,3
,125.3732843177622,1,2,2,2,0,16,19,1,104141,1,0,3
637.1903392536532,97.26007429319996,1,5,0,1,1,7,65,0,51536,5,0,3
335.06906633324076,22.127008662113433,1,4,0,1,1,7,67,0,82768,4,0,3
160.05396817246177,,1,4,0,0,0,3,54,0,86361,4,0,3
613.7186197705756,,1,0,0,3,0,2,27,0,34810,2,0,3
845.4771518721382,164.25357155795172,1,2,2,3,1,24,43,0,93557,1,0,3
,181.23087376315755,0,2,0,1,0,24,26,1,41414,1,1,3
301.54336001261714,49.86859297951192,0,3,1,1,1,24,53,1,76101,5,0,3
956.4507546574088,,1,5,1,2,0,2,31,1,61137,4,0,3
690.5138043158507,54.19459138825551,1,1,0,3,1,14,21,0,90057,2,0,3
381.15016952370183,177.20835508482344,1,3,1,2,1,9,41,1,45903,4,0,3
299.4334002599752,32.65705268376602,0,3,0,0,1,15,39,1,105022,2,0,3
140.79761353092536,187.0917185694001,1,1,0,1,0,14,49,0,46854,4,0,3
464.0408777192662,90.62343504893772,1,2,2,0,1,11,66,1,76029,2,0,3
335.5561124219759,63.97761781372899,0,4,1,2,0,23,54,1,80745,3,0,3
995.500887704192,183.0929193314876,0,0,1,2,1,13,23,1,90172,4,0,3
416.18638896844453,163.09890759258607,0,4,0,1,0,13,29,0,99468,1,0,3
,,1,5,0,1,0,15,44,0,91444,1,1,3
281.5009575040712,98.76233322348048,1,3,2,3,1,17,52,1,63357,3,0,3
4.939191451049374,64.2724443292605,1,3,2,1,1,3,59,0,51370,2,0,3
559.4255925712469,30.72327101436132,1,2,0,3,1,8,46,1,93658,1,0,3
890.6752360413229,193.9623712947344,1,3,0,0,0,16,57,1,44308,1,0,3
592.366854000303,92.9716295658456,1,4,2,0,0,11,25,1,104886,2,0,3
84.53878649247304,172.13649863930164,1,2,1,2,0,8,19,1,97742,4,0,3
,96.82748978281678,0,1,2,2,1,7,69,0,90510,3,0,3
169.63413340571708,111.37500594124334,1,2,0,3,1,17,22,1,27771,2,0,3
273.82231673049085,,1,3,1,3,1,3,62,1,97842,5,0,3
202.1703352288025,190.21857894857925,1,3,2,1,0,5,68,1,75362,2,1,3
945.042698792677,40.481428089954406,1,2,1,3,1,1,18,1,95898,4,0,3
,,1,3,0,2,1,7,62,1,51075,4,0,3
,116.2671537798659,1,3,1,0,0,6,27,0,44258,3,0,3
,57.39969539553724,0,3,2,0,1,19,47,0,63583,3,0,3
524.84244529063,65.47904023715438,1,5,0,1,1,14,54,1,96045,5,0,3
661.1900879465447,188.85556698939,0,4,2,0,1,9,35,1,72930,1,0,3
286.47084933994904,182.0561477421613,1,1,2,2,1,12,48,0,56129,1,0,3
977.0011040667438,14.531686798412524,1,5,1,2,1,21,61,1,118024,4,0,3
164.70913995700266,197.10006541727617,1,1,2,2,1,2,20,0,30678,4,0,3
65.32591489116734,55.63689800247103,1,3,2,2,0,14,67,0,93354,4,0,3
339.7918517414875,16.729358443891673,1,4,2,2,0,5,24,0,61135,3,0,3
954.7811018307284,42.14663230783648,1,0,0,3,0,17,52,0,46747,1,1,3
479.93171973121105,,1,1,1,1,0,21,37,0,96657,2,0,3
69.91217552706208,176.0842227729292,0,3,1,2,0,10,57,0,99779,4,0,3
688.7879228465957,68.26712916366036,0,4,1,3,0,24,23,0,65982,1,0,3
989.7195529797102,125.8946890865126,0,3,0,0,1,21,40,0,93835,5,0,3
4.936717826491854,,1,3,0,1,0,2,66,0,96581,2,0,3
,34.304426722054735,1,1,1,1,0,15,41,0,52296,2,0,3
794.8123648638458,192.2954008886387,0,2,1,2,0,22,60,1,42528,4,0,3
450.6121511311294,170.48062565153887,1,3,0,0,1,22,67,1,54270,2,0,3
341.0009202348426,181.8481966641964,1,3,1,2,0,22,58,0,82181,5,0,3
205.5026869607247,176.42797862023036,1,4,1,1,1,20,35,0,32444,1,0,3
133.76835203588945,174.83544254124274,0,5,0,2,1,20,22,0,100293,3,0,3
,94.59026985778934,0,1,0,2,1,8,47,1,99971,2,0,3
774.6808899846801,154.71499762825368,1,3,1,2,0,14,58,1,42849,3,0,3
,109.20463971767904,1,2,0,3,1,6,43,0,71500,3,0,3
,11.158483775104022,1,1,2,2,1,9,19,1,103320,1,0,3
846.6106007935625,27.070589098841104,0,3,0,2,1,19,22,0,49365,3,0,3
,,1,5,2,3,0,9,38,1,100702,3,0,3
,64.63296206891359,0,4,0,3,1,21,64,0,44844,4,0,3
417.97927268870626,116.68860492626008,1,2,2,2,0,2,39,0,70910,5,0,3
572.0814577236857,69.88256823588831,0,2,0,2,0,5,63,0,77253,2,0,3
14.74400202650028,90.44202163310462,1,3,0,1,0,8,50,1,65991,1,0,3
581.1796847937069,,1,0,1,1,0,23,19,0,96859,3,0,3
149.74116159272788,79.05859350990721,1,4,0,0,0,18,56,1,101334,5,0,3
110.1430842562484,98.81238544393096,0,4,2,2,0,16,45,0,94737,5,0,3
708.6236680950042,168.689712565205,0,1,0,1,1,13,56,1,59810,2,0,3
147.46423547344,,1,3,1,3,1,23,43,0,82002,1,0,3
99.9559892147942,163.89280611624733,1,5,0,3,0,23,66,1,117943,2,0,3
452.745908641798,,1,4,1,1,0,19,25,1,41869,5,0,3
408.7384381986331,109.24603338630338,1,3,1,0,1,11,58,0,68546,3,0,3
653.2911326594761,142.31764921592915,1,3,1,1,0,10,29,0,99583,3,0,3
94.24706562514808,,1,2,1,2,0,7,33,0,79574,2,0,4
605.7872829493285,115.89646094513851,1,3,1,1,1,23,28,1,56855,9,0,4
,118.77580033277536,1,0,0,0,0,10,47,1,58707,2,1,4
15.783110023368296,101.53459125508806,1,5,2,2,0,11,66,1,86653,3,0,4
,,1,5,1,2,0,2,20,1,73303,5,1,4
,,1,2,1,3,0,18,61,1,63243,1,0,4
447.8730033572422,119.63511487119573,0,2,1,3,1,11,41,0,76280,1,0,4
905.8896469903806,15.02569421118418,0,5,2,3,0,12,50,0,65633,5,0,4
407.1901570560061,68.05971576834841,1,2,1,2,1,8,43,0,36069,5,0,4
448.648531656529,73.05610701274676,1,1,0,2,0,3,55,0,71569,1,1,4
348.2213539538489,,0,4,1,0,1,12,44,1,86856,4,0,4
210.4901275975267,194.576673582815,0,1,1,1,0,23,54,1,99170,1,0,4
,116.06641419898364,0,2,1,1,0,8,62,1,115054,4,0,4
,7.240161069987638,1,5,1,1,1,10,23,1,90655,4,0,4
393.9907252561461,74.57149687146011,0,0,0,1,0,21,60,0,67266,2,0,4
833.8820173852129,,1,3,1,2,0,16,21,1,47243,4,0,4
256.12134443880495,126.36543714555528,1,0,1,2,1,14,52,0,96820,2,0,4
132.24412473556202,35.121370521373095,1,1,2,0,0,12,59,0,62721,1,0,4
,,1,2,2,2,0,10,35,1,106881,3,1,4
467.1789647236161,83.1497905190275,1,1,1,1,0,2,59,1,39605,5,0,4
877.4690166838642,130.13199082701726,1,3,0,2,1,10,68,1,100889,3,0,4
